,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,years_in_business,RATE_ID_FOR_years_in_business,fsr,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status,PCA
648,600.0,0,150000.0,0.0,11.12,0,75.0,1.666666667,1,81.22222222,0,135836.4444,16430.17222,0.12,2.0,135836.4444,642.3333333333334,5,150000.0,100.0,88,1,-0.030888415869755763
649,682.0,0,150000.0,50.0,24.55,0,75.0,0.333333333,0,98.66666667,0,154156.8867,20540.18333,0.13,2.0,154156.8867,686.0,0,150000.0,100.0,3559,1,0.005952541051178243
650,479.0,3,0.0,50.0,3.58,0,6.0,0.0,0,27.5,0,51259.0075,2750.0,0.05,1.0,51259.0075,479.0,3,0.0,50.0,5028,1,-0.2014237032309449
651,558.0,2,35000.0,100.0,20.04,0,18.0,2.0,1,43.25,0,45207.0,1588.505,0.04,2.0,45207.0,558.0,2,35000.0,100.0,8546,1,-0.14671388050452608
652,635.0,0,150000.0,100.0,3.24,0,45.0,0.0,0,10.25,3,267331.765,6000.0,0.02,0.0,267331.765,635.0,0,150000.0,100.0,6894,1,0.059531882975760564
653,693.0,0,150000.0,100.0,5.71,0,92.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,693.0,0,150000.0,100.0,6832,0,-0.167436495342762
654,567.0,1,100000.0,70.0,2.97,0,72.0,1.0,0,10.2,3,71408.0,21484.02,0.3,0.0,71408.0,567.0,1,100000.0,70.0,1364,1,-0.07622314638294697
655,659.0,0,150000.0,100.0,1.23,1,72.0,5.5,3,17.0,0,168037.75,22916.0,0.14,1.0,168037.75,659.0,0,150000.0,100.0,611,0,0.01922404037585395
656,582.0,1,100000.0,100.0,1.12,1,25.666666666666668,0.0,0,13.25,0,32607.6475,1000.0,0.03,1.0,32607.6475,582.0,1,100000.0,100.0,3605,0,-0.08840312948495187
657,564.0,1,100000.0,100.0,7.72,0,35.0,0.0,0,28.66666667,0,88215.66667,10655.09333,0.12,1.0,88215.66667,564.0,1,100000.0,100.0,4105,0,-0.06109255008868394
658,705.0,0,150000.0,100.0,12.57,0,87.0,0.333333333,0,47.66666667,0,362951.0333,27505.86667,0.08,1.0,362951.0333,705.0,0,150000.0,100.0,4743,1,0.07762617125348627
659,580.0,1,100000.0,100.0,1.98,1,18.0,1.5,1,69.5,0,62348.64,1125.7,0.02,1.0,62348.64,580.0,1,100000.0,100.0,315,2,-0.06871785224870634
660,696.0,0,150000.0,100.0,11.17,0,89.0,0.0,0,6.75,2,96679.0,27595.2375,0.29,1.0,96679.0,696.0,0,150000.0,100.0,8279,1,-0.001852155562419854
661,493.0,3,0.0,100.0,1.79,1,6.333333333333333,0.0,0,0.0,3,20348.33333,1858.666667,0.09,2.0,20348.33333,493.0,3,0.0,100.0,2280,1,-0.19367487345873405
662,614.0,0,150000.0,100.0,12.29,0,22.0,0.0,0,34.33333333,0,45551.43667,8615.893333,0.19,1.0,45551.43667,614.0,0,150000.0,100.0,5326,2,-0.017567900202146287
663,694.0,0,150000.0,100.0,4.78,0,6.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,694.0,0,150000.0,100.0,5313,1,-0.16743082821479108
664,649.0,0,150000.0,100.0,5.55,0,56.0,0.0,0,70.4,0,250811.8,22737.4,0.09,1.0,250811.8,649.0,0,150000.0,100.0,2696,2,0.04385836309986955
665,669.0,5,150000.0,51.0,11.39,0,58.666666666666664,0.0,0,24.0,0,63999.5,27500.0,0.43,0.0,63999.5,684.0,0,150000.0,100.0,1017,2,-0.02082930456950213
666,650.0,0,150000.0,100.0,10.26,0,27.0,0.4,0,81.2,0,68463.6,2969.4,0.04,1.0,68463.6,650.0,0,150000.0,100.0,5871,1,-0.010529325090523638
667,682.0,0,150000.0,50.0,24.11,0,75.0,0.333333333,0,98.66666667,0,159990.22,20540.18333,0.13,0.0,159990.22,686.0,0,150000.0,100.0,3559,1,0.007692588777875544
668,624.0,0,150000.0,100.0,6.76,0,66.66666666666667,1.0,0,47.75,0,36983.5,3852.5,0.1,1.0,36983.5,624.0,0,150000.0,100.0,2059,1,-0.020066992147061872
669,606.0,0,150000.0,100.0,2.08,0,6.0,0.0,0,16.75,0,53039.8175,7671.5,0.14,1.0,53039.8175,606.0,0,150000.0,100.0,4642,2,-0.015379498920597815
670,682.0,0,150000.0,100.0,2.27,0,83.33333333333333,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,682.0,0,150000.0,100.0,3536,1,-0.1674988337504423
671,600.0,0,150000.0,51.0,4.82,0,39.0,0.0,0,0.0,3,58165.0,2500.0,0.04,1.0,58165.0,623.0,0,150000.0,100.0,4443,0,-0.0229607321456844
672,550.0,1,100000.0,100.0,6.35,0,45.0,0.0,0,6.666666667,3,150456.0,32985.33333,0.22,1.0,150456.0,550.0,1,100000.0,100.0,3318,0,-0.04260597825651484
673,632.0,0,150000.0,50.0,8.5,0,31.0,0.0,0,6.75,3,33005.0975,6198.4175,0.19,0.0,33005.0975,650.0,0,150000.0,100.0,203,1,-0.030469654762351212
674,652.0,0,150000.0,100.0,4.71,0,56.0,0.0,0,0.0,3,0.0,0.0,0.0,1.0,0.0,652.0,0,150000.0,80.0,201,0,-0.17072032319315072
675,634.0,0,150000.0,100.0,6.78,0,86.0,1.5,1,6.25,3,74464.5,1000.0,0.01,1.0,74464.5,634.0,0,150000.0,100.0,765,2,-0.008829967287291926
676,675.0,0,150000.0,25.0,1.51,1,12.0,0.0,0,31.25,0,12502.41667,2703.75,0.22,1.0,12502.41667,537.0,2,35000.0,100.0,8959,1,-0.10526268768196578
677,741.0,0,150000.0,100.0,3.79,0,81.0,0.0,0,6.583333333,3,261515.0833,34921.66833,0.13,1.0,261515.0833,741.0,0,150000.0,100.0,928,2,0.047572462967044656
678,519.0,5,35000.0,25.0,1.33,1,12.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,5,35000.0,0.0,4769,1,-0.3262977310828157
679,585.0,1,100000.0,100.0,11.24,0,1.0,0.0,0,10.0,3,44004.33333,36253.33333,0.82,0.0,44004.33333,585.0,1,100000.0,100.0,3870,1,-0.07416151134622964
680,745.0,0,150000.0,75.0,9.86,0,6.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,716.0,0,150000.0,100.0,2365,1,-0.1717724379136101
681,519.0,2,35000.0,100.0,2.97,0,6.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,519.0,2,35000.0,100.0,4604,1,-0.2971484533889036
682,632.0,0,150000.0,50.0,1.09,1,20.0,1.8,1,30.2,0,32293.2,2444.2,0.08,1.0,32293.2,630.0,0,150000.0,100.0,831,1,-0.030682009442396064
683,705.0,0,150000.0,100.0,8.98,0,93.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,705.0,0,150000.0,100.0,4425,0,-0.1673684898071108
684,696.0,0,150000.0,100.0,11.24,0,42.333333333333336,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,696.0,0,150000.0,100.0,8279,1,-0.1674194939588492
685,620.0,0,150000.0,100.0,109.24,0,45.0,0.0,0,26.0,0,277388.564,7000.0,0.03,2.0,277388.564,620.0,0,150000.0,100.0,576,1,0.05162170291078564
686,643.0,0,150000.0,100.0,24.3,0,70.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,643.0,0,150000.0,100.0,4099,2,-0.16771985174130877
687,684.0,0,150000.0,100.0,9.84,0,19.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,684.0,0,150000.0,100.0,4755,1,-0.16748749949450042
688,620.0,0,150000.0,100.0,8.19,0,43.666666666666664,0.0,0,73.25,0,130551.27,27761.0,0.21,2.0,130551.27,620.0,0,150000.0,100.0,153,2,0.007821034154367449
689,693.0,0,150000.0,100.0,5.71,0,56.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,693.0,0,150000.0,100.0,6832,0,-0.167436495342762
690,504.0,2,35000.0,100.0,2.21,0,5.0,0.0,0,5.75,3,14986.25,8074.75,0.54,1.0,14986.25,504.0,2,35000.0,100.0,1237,3,-0.15603457072416965
691,551.0,1,100000.0,100.0,1805.38,0,5.0,3.25,2,16.0,0,142658.58,13219.3025,0.09,3.0,142658.58,551.0,1,100000.0,100.0,429,1,-0.03410117901481937
692,548.0,2,35000.0,100.0,15.01,0,3.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,548.0,2,35000.0,100.0,6916,0,-0.2969841066777465
693,500.0,2,35000.0,100.0,0.34,3,1.0,3.5,2,10.5,3,70921.99,9731.49,0.14,0.0,70921.99,500.0,2,35000.0,100.0,2966,0,-0.13937194933017205
694,582.0,1,100000.0,100.0,35.14,0,7.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,582.0,1,100000.0,100.0,5507,0,-0.22403331949501357
695,693.0,0,150000.0,100.0,5.71,0,92.0,0.0,0,33.25,0,161968.75,10575.25,0.07,2.0,161968.75,693.0,0,150000.0,100.0,6832,0,0.01760637706166503
696,738.0,0,150000.0,100.0,2.72,0,16.0,0.0,0,4.0,3,96609.54,18030.22286,0.19,1.0,96609.54,738.0,0,150000.0,100.0,5033,0,0.009190199235829283
697,682.0,0,150000.0,50.0,24.11,0,75.0,0.333333333,0,98.66666667,0,154156.8867,20540.18333,0.13,2.0,154156.8867,686.0,0,150000.0,100.0,3559,1,0.005952541051178243
698,559.0,1,100000.0,100.0,5.94,0,26.333333333333332,0.666666667,0,4.666666667,3,33239.48667,6666.666667,0.2,0.0,33239.48667,559.0,1,100000.0,100.0,3618,0,-0.07751994474193356
699,632.0,0,150000.0,50.0,1.09,1,20.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,632.0,0,150000.0,50.0,831,1,-0.18467214560861342
700,604.0,0,150000.0,100.0,2.65,0,6.0,0.0,0,16.33333333,0,26921.33333,3483.176667,0.13,0.0,26921.33333,604.0,0,150000.0,100.0,1904,1,-0.023181817621880395
701,600.0,0,150000.0,0.0,11.12,0,75.0,1.666666667,1,81.22222222,0,135836.4444,16430.17222,0.12,2.0,135836.4444,642.3333333333334,5,150000.0,100.0,88,1,-0.030888415869755763
702,684.0,0,150000.0,100.0,5.53,0,5.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,684.0,0,150000.0,100.0,6035,3,-0.16748749949450042
703,638.0,0,150000.0,50.0,6.78,0,6.0,0.090909091,0,3.909090909,3,48245.70273,23136.0,0.48,1.0,48245.70273,638.0,0,150000.0,50.0,737,0,-0.033518161465963654
704,741.0,0,150000.0,100.0,4.06,0,81.0,0.0,0,6.583333333,3,94072.75,34921.66833,0.37,1.0,94072.75,741.0,0,150000.0,100.0,928,2,-0.002374563274633929
705,718.0,0,150000.0,100.0,26.87,0,69.0,0.5,0,61.75,0,189827.0,6774.5,0.04,1.0,189827.0,718.0,0,150000.0,100.0,2846,0,0.03688305615441693
706,611.0,0,150000.0,100.0,32.18,0,4.666666666666667,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,611.0,0,150000.0,100.0,4622,2,-0.16790119983637866
707,762.0,0,150000.0,100.0,3.74,0,47.0,0.25,0,13.25,0,90001.25,13085.5,0.15,1.0,90001.25,762.0,0,150000.0,100.0,5297,1,-0.0034700571917697046
708,762.0,0,150000.0,100.0,3.74,0,47.0,0.25,0,13.25,0,90001.25,13085.5,0.15,1.0,90001.25,762.0,0,150000.0,100.0,5297,1,-0.0034700571917697046
709,502.0,2,35000.0,100.0,9.17,0,5.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,502.0,2,35000.0,100.0,5452,1,-0.2972447945644095
710,690.0,0,150000.0,33.3,30.28,0,80.0,0.25,0,120.75,0,391481.25,47417.1075,0.12,1.0,391481.25,703.0,0,150000.0,66.6,2131,0,0.07942611509029736
711,635.0,1,100000.0,100.0,4.14,0,45.0,0.0,0,8.8,2,230258.412,6000.0,0.03,1.0,230258.412,635.0,1,100000.0,100.0,6894,1,-0.007494644939258138
712,652.0,0,150000.0,100.0,4.73,0,18.0,4.285714286,3,0.0,3,289466.8586,26000.0,0.09,2.0,289466.8586,652.0,0,150000.0,100.0,201,0,0.055405932579776634
713,544.0,2,35000.0,100.0,4.94,0,18.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,544.0,2,35000.0,100.0,3792,0,-0.29700677518963026
714,506.0,2,35000.0,100.0,2.24,0,39.0,0.25,0,7.75,3,500593.25,23497.5,0.05,1.0,500593.25,506.0,2,35000.0,100.0,5713,1,-0.000344576765465535
715,623.0,1,100000.0,100.0,11.2,0,78.0,0.0,0,17.66666667,1,43544.58333,21669.73,0.5,1.0,43544.58333,623.0,1,100000.0,100.0,7294,2,-0.0740833011028062
716,537.0,2,35000.0,100.0,9.88,0,17.0,0.25,0,32.75,0,115187.0,10049.5,0.09,2.0,115187.0,537.0,2,35000.0,100.0,2227,2,-0.12595828323018468
717,612.0,0,150000.0,100.0,6.32,0,82.0,0.75,0,25.0,0,90970.535,14522.0,0.16,2.0,90970.535,612.0,0,150000.0,100.0,569,1,-0.004030994586768301
718,664.0,0,150000.0,100.0,5.46,0,73.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,664.0,0,150000.0,100.0,875,1,-0.16760084205391912
719,588.0,1,100000.0,100.0,5.05,0,29.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,588.0,1,100000.0,100.0,5972,2,-0.22399931672718795
720,606.0,0,150000.0,100.0,9.42,0,79.0,0.0,0,66.75,0,54014.945,856.61,0.02,1.0,54014.945,606.0,0,150000.0,100.0,4615,0,-0.015088624337858809
721,562.0,1,100000.0,100.0,8.23,0,6.0,7.0,3,73.25,0,34067.0,579.25,0.02,0.0,34067.0,562.0,1,100000.0,100.0,4048,0,-0.07725610118140824
722,508.0,2,35000.0,90.0,4.4,0,50.333333333333336,1.0,0,12.0,1,233806.75,12134.75,0.05,2.0,233806.75,518.0,2,35000.0,100.0,935,0,-0.10341639057622057
723,570.0,1,100000.0,33.3,2.19,0,2.0,4.333333333,3,36.33333333,0,34251.33333,1031.0,0.03,1.0,34251.33333,525.0,2,35000.0,66.6,2453,1,-0.13094424631175738
724,704.0,0,150000.0,100.0,2.31,0,31.0,0.0,0,10.4,2,122193.6,18409.9,0.15,0.0,122193.6,704.0,0,150000.0,100.0,7526,1,0.0058040309438538015
725,564.0,1,100000.0,50.0,1.94,1,8.0,0.0,0,41.66666667,0,128897.41,18260.51333,0.14,1.0,128897.41,555.0,1,100000.0,100.0,5581,1,-0.05821870075582248
726,664.0,0,150000.0,100.0,5.46,0,73.0,0.2,0,24.6,0,23280.8,2171.2,0.09,1.0,23280.8,664.0,0,150000.0,100.0,875,1,-0.023927738820372395
727,630.0,0,150000.0,100.0,5.68,0,42.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,630.0,0,150000.0,100.0,1975,1,-0.16779352440493092
728,675.0,0,150000.0,100.0,9.08,0,9.0,0.0,0,10.0,3,245235.25,20719.0,0.08,0.0,245235.25,675.0,0,150000.0,100.0,6343,0,0.04234225759184035
729,562.0,1,100000.0,100.0,8.23,0,6.0,7.0,3,73.25,0,34067.0,579.25,0.02,0.0,34067.0,562.0,1,100000.0,100.0,4048,0,-0.06643104626380343
730,696.0,0,150000.0,25.0,1.33,1,12.0,0.6,0,25.2,0,0.0,0.0,0.0,0.0,0.0,696.0,0,150000.0,50.0,4769,1,-0.18894008264381032
731,638.0,0,150000.0,50.0,6.79,0,6.0,0.2,0,6.2,3,77533.2,45241.0,0.58,1.0,77533.2,638.0,0,150000.0,50.0,737,0,-0.024781879751130543
732,578.0,1,100000.0,100.0,3.84,0,47.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,578.0,1,100000.0,100.0,1981,1,-0.22405598800689733
733,736.0,0,150000.0,100.0,20.83,0,99.0,0.0,0,24.0,0,298823.2,77588.4,0.26,2.0,298823.2,736.0,0,150000.0,100.0,1053,0,0.06949796579144946
734,613.0,0,150000.0,100.0,6.89,0,69.0,4.0,2,33.25,0,50514.1175,5013.8075,0.1,1.0,50514.1175,613.0,0,150000.0,100.0,4439,1,-0.016093229922246877
735,498.0,3,0.0,100.0,26.96,0,9.333333333333334,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,498.0,3,0.0,100.0,3876,2,-0.33644490413952777
736,627.0,0,150000.0,100.0,17.21,0,5.0,2.0,1,22.8,0,111694.8,10635.0,0.1,1.0,111694.8,627.0,0,150000.0,100.0,836,0,0.002235934116816286
737,740.0,0,150000.0,80.0,4.02,0,6.0,0.5,0,3.75,3,15799.0,5000.0,0.32,0.0,15799.0,740.0,0,150000.0,80.0,4349,1,-0.03248479456231619
738,620.0,0,150000.0,100.0,8.19,0,69.0,0.0,0,0.0,3,130000.0,0.0,0.0,1.0,130000.0,620.0,0,150000.0,100.0,676,2,-0.06075506863483721
739,609.0,0,150000.0,100.0,4.95,0,4.0,0.0,0,91.5,0,150277.01,61899.5,0.41,1.0,150277.01,609.0,0,150000.0,100.0,4618,1,0.013642763616497062
740,652.0,0,150000.0,100.0,31.43,0,87.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,652.0,0,150000.0,100.0,6367,1,-0.16766884758957035
741,762.0,0,150000.0,100.0,3.74,0,47.0,0.0,0,5.0,3,88578.75,17174.0,0.19,1.0,88578.75,762.0,0,150000.0,100.0,5297,1,-0.003894380261261871
742,562.0,1,100000.0,100.0,1.69,1,33.0,0.25,0,16.25,0,25317.75,3112.5,0.12,0.0,25317.75,562.0,1,100000.0,100.0,703,1,-0.07986594906594562
743,582.0,1,100000.0,100.0,8.72,0,7.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,582.0,1,100000.0,100.0,4699,1,-0.22403331949501357
744,663.0,0,150000.0,100.0,25.08,0,15.0,0.333333333,0,77.0,0,99116.16,1177.0,0.01,0.0,99116.16,663.0,0,150000.0,100.0,6411,2,-0.0013121808297183197
745,738.0,0,150000.0,100.0,32.55,0,31.0,0.0,0,5.8,3,182863.0,47566.4,0.26,1.0,182863.0,738.0,0,150000.0,100.0,3505,0,0.024094025092579862
746,574.0,1,100000.0,100.0,14.77,0,80.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,574.0,1,100000.0,100.0,2503,2,-0.22407865651878106
747,580.0,1,100000.0,100.0,3.67,0,12.0,0.0,0,37.0,0,31002.25,3070.27,0.1,1.0,31002.25,580.0,1,100000.0,100.0,1219,2,-0.0780682891009375
748,508.0,2,35000.0,90.0,4.13,0,1.0,0.0,0,0.0,3,216557.5,0.0,0.0,2.0,216557.5,518.0,2,35000.0,100.0,935,0,-0.1769733989035053
749,736.0,0,150000.0,100.0,20.81,0,99.0,0.0,0,24.0,0,298823.2,77588.4,0.26,2.0,298823.2,736.0,0,150000.0,100.0,1053,0,0.05867291087384465
750,646.0,0,150000.0,100.0,31.82,0,98.0,0.0,0,14.25,0,100060.75,13971.7975,0.14,1.0,100060.75,646.0,0,150000.0,100.0,2924,1,-0.0011267565723865267
751,432.0,3,0.0,100.0,3.06,0,13.0,0.0,0,60.0,0,50542.8,14812.8,0.29,2.0,50542.8,432.0,3,0.0,100.0,2828,2,-0.18501374311269844
752,508.0,2,35000.0,100.0,2.57,0,21.0,0.0,0,39.25,0,46794.395,10072.4875,0.22,0.0,46794.395,508.0,2,35000.0,100.0,319,1,-0.135698671743713
753,655.0,0,150000.0,100.0,3.65,0,69.0,3.0,2,146.0,0,198839.3267,8777.266667,0.04,1.0,198839.3267,655.0,0,150000.0,100.0,4666,1,0.028389294233420237
754,698.0,0,150000.0,100.0,2.58,0,56.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,698.0,0,150000.0,100.0,7089,2,-0.16740815970290734
755,574.0,1,100000.0,100.0,14.98,0,80.0,0.5,0,22.5,0,57474.25,6064.25,0.11,1.0,57474.25,574.0,1,100000.0,100.0,2503,2,-0.07020585580858957
756,662.0,0,150000.0,100.0,4.04,0,5.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,662.0,0,150000.0,100.0,5659,1,-0.167612176309861
757,580.0,1,100000.0,100.0,3.66,0,9.333333333333334,0.0,0,37.0,0,31002.25,3070.27,0.1,1.0,31002.25,580.0,1,100000.0,100.0,1219,2,-0.0780682891009375
758,650.0,0,150000.0,100.0,14.24,0,42.0,0.0,0,89.33333333,0,79410.25667,7787.976667,0.1,1.0,79410.25667,650.0,0,150000.0,100.0,287,2,-0.0072640042055384805
759,620.0,1,100000.0,100.0,2.16,0,29.0,0.0,0,70.0,0,86020.5,25650.25,0.3,1.0,86020.5,620.0,1,100000.0,100.0,7460,3,-0.0614299957444285
760,545.0,2,35000.0,100.0,1.78,1,1.0,0.142857143,0,10.57142857,2,17182.14286,4003.601429,0.23,1.0,17182.14286,545.0,2,35000.0,100.0,8003,0,-0.15514719703719884
761,741.0,0,150000.0,100.0,12.28,0,65.0,0.0,0,10.0,2,828338.75,387205.25,0.47,1.0,828338.75,741.0,0,150000.0,100.0,7477,0,0.2274775587387467
762,493.0,3,0.0,100.0,1.98,1,6.333333333333333,0.0,0,5.0,2,20348.33333,1858.666667,0.09,1.0,20348.33333,493.0,3,0.0,100.0,486,2,-0.19367487345873405
763,502.0,2,35000.0,100.0,8.68,0,5.0,0.0,0,8.333333333,3,16243.33333,1000.0,0.06,1.0,16243.33333,502.0,2,35000.0,100.0,574,1,-0.15567092469385985
764,511.0,2,35000.0,100.0,5.25,0,70.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,511.0,2,35000.0,100.0,8713,1,-0.29719379041267113
765,546.0,2,35000.0,100.0,14.9,0,80.0,0.4,0,18.0,0,55117.0,5851.4,0.11,2.0,55117.0,546.0,2,35000.0,100.0,4803,0,-0.14382579351387328
766,610.0,5,133333.33333333334,100.0,5.699999999999999,4,89.0,0.0,0,0.0,3,21348.33333,1858.666667,0.09,1.0,21348.33333,0.0,5,100000.0,0.0,486,2,-0.07735836751993595
767,570.0,1,100000.0,33.3,2.19,0,26.0,4.333333333,3,36.33333333,0,34251.33333,1031.0,0.03,1.0,34251.33333,525.0,2,35000.0,66.6,2453,1,-0.13094424631175738
768,690.0,0,150000.0,33.3,30.28,0,80.0,0.25,0,120.75,0,391481.25,47417.1075,0.12,1.0,391481.25,703.0,0,150000.0,66.6,2131,0,0.06860106017269256
769,591.0,1,100000.0,100.0,4.14,0,86.0,6.416666667,3,4.416666667,2,76605.58333,24038.83333,0.31,2.0,76605.58333,591.0,1,100000.0,100.0,6445,1,-0.05357769972808797
770,564.0,1,100000.0,100.0,7.83,0,35.0,0.2,0,29.2,0,78056.4,13122.656,0.17,2.0,78056.4,564.0,1,100000.0,100.0,4105,0,-0.06412299734155139
771,551.0,1,100000.0,100.0,4.51,0,5.0,4.666666667,3,22.0,0,110104.0,3833.333333,0.03,1.0,110104.0,551.0,1,100000.0,100.0,429,1,-0.06546212140653411
772,652.0,0,150000.0,100.0,4.71,0,80.0,3.25,2,10.0,3,990199.79,28797.065,0.03,3.0,990199.79,652.0,0,150000.0,100.0,201,0,0.2644302899406888
773,621.0,0,150000.0,100.0,2.95,0,15.0,1.25,1,0.0,3,100110.25,1501.0,0.01,0.0,100110.25,621.0,0,150000.0,100.0,640,1,-0.001253669223723258
774,659.0,0,150000.0,50.0,1.25,1,19.0,0.0,0,30.66666667,0,24496.66667,1796.0,0.07,1.0,24496.66667,664.0,0,150000.0,100.0,4171,0,-0.03285465530281081
775,672.0,0,150000.0,100.0,2.38,0,37.0,0.0,0,6.857142857,3,145602.4286,39317.0,0.27,2.0,145602.4286,672.0,0,150000.0,100.0,5598,2,0.02343044849030308
776,762.0,0,150000.0,100.0,3.74,0,47.0,0.125,0,9.125,3,89290.0,15129.75,0.17,1.0,89290.0,762.0,0,150000.0,100.0,5297,1,-0.0036822187265157878
777,696.0,0,150000.0,100.0,8.86,0,6.0,0.0,0,25.4,0,91694.4,28085.2,0.31,1.0,91694.4,696.0,0,150000.0,100.0,549,2,-0.003339031324944077
778,582.0,1,100000.0,100.0,8.73,0,7.0,0.5,0,36.5,0,23062.485,3428.0,0.15,0.0,23062.485,582.0,1,100000.0,100.0,4699,1,-0.08042533829374539
779,717.0,0,150000.0,100.0,6.17,0,34.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,717.0,0,150000.0,100.0,3155,3,-0.16730048427145958
780,493.0,3,0.0,100.0,1.66,1,6.333333333333333,0.0,0,0.0,3,20348.33333,1858.666667,0.09,1.0,20348.33333,493.0,3,0.0,100.0,2280,1,-0.19367487345873405
781,594.0,1,100000.0,100.0,31.22,0,6.0,0.0,0,23.0,0,79738.24667,3652.333333,0.05,0.0,79738.24667,594.0,1,100000.0,100.0,4245,0,-0.06345129890387881
782,705.0,0,150000.0,100.0,12.57,0,87.0,0.333333333,0,47.66666667,0,362951.0333,27505.86667,0.08,1.0,362951.0333,705.0,0,150000.0,100.0,4743,1,0.07762617125348627
783,650.0,0,150000.0,0.0,31.31,0,56.0,0.0,0,0.0,3,0.0,0.0,0.0,0.6666666666666666,0.0,682.0,5,150000.0,80.0,138,1,-0.2109043001856491
784,567.0,1,100000.0,70.0,2.97,0,72.0,1.0,0,10.2,3,71408.0,21484.02,0.3,1.0,71408.0,567.0,1,100000.0,70.0,1364,1,-0.07622314638294697
785,519.0,2,35000.0,100.0,11.08,0,22.0,2.0,1,37.25,0,17488.0,1063.75,0.06,1.0,17488.0,519.0,2,35000.0,100.0,4713,1,-0.15520330704601018
786,503.0,2,35000.0,100.0,17.77,0,1.0,0.142857143,0,2.571428571,3,207653.4286,7011.428571,0.03,2.0,207653.4286,503.0,2,35000.0,100.0,503,3,-0.08774373926919378
787,594.0,1,100000.0,100.0,31.22,0,6.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,594.0,1,100000.0,100.0,4245,0,-0.22396531395936237
788,580.0,1,100000.0,100.0,3.82,0,12.0,0.0,0,31.0,0,26898.09167,3703.456667,0.14,1.0,26898.09167,580.0,1,100000.0,100.0,4107,1,-0.07929253448601128
789,640.0,0,150000.0,100.0,2.31,0,43.0,0.75,0,20.0,0,52814.5,3780.0,0.07,1.0,52814.5,640.0,0,150000.0,100.0,5368,2,-0.015254027404883247
790,652.0,0,150000.0,100.0,4.73,0,45.0,4.285714286,3,0.0,3,289466.8586,4285.714286,0.01,2.0,289466.8586,652.0,0,150000.0,100.0,201,0,0.055405932579776634
791,503.0,2,35000.0,100.0,17.76,0,1.0,0.25,0,4.5,3,99200.5,7020.0,0.07,2.0,99200.5,503.0,2,35000.0,100.0,503,3,-0.130919640976934
792,540.0,2,35000.0,100.0,1.52,1,1.0,2.0,1,65.0,0,272342.0,15881.0,0.06,1.0,272342.0,540.0,2,35000.0,100.0,3656,2,-0.07906290435169
793,639.0,0,150000.0,100.0,19.08,0,6.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,639.0,0,150000.0,100.0,4321,1,-0.1677425202531925
794,574.0,1,100000.0,100.0,14.77,0,80.0,0.5,0,22.5,0,57474.25,6064.25,0.11,1.0,57474.25,574.0,1,100000.0,100.0,2503,2,-0.07020585580858957
